CountryName	CountryCode	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]
Sao Tome and Principe	STP	51.04166667	51.04166667	51.5625	51.04166667	51.04166667	50.52083333	50.72916667	50.72916667	50.72916667	..	..
Saudi Arabia	SAU	80.81025636	80.79025348	80.79071866	80.74280478	80.67907466	80.66558434	80.65721104	80.63720816	80.61394899	..	..
Senegal	SEN	45.58250662	44.08663585	44.42424557	48.43401028	49.54033138	49.3845115	46.8238716	46.8238716	46.32005402	..	..
Serbia	SRB	..	57.92362223	57.77498285	57.80928424	57.79785045	57.74068145	57.86645324	57.76354905	57.95792362	..	..
Seychelles	SYC	8.695652174	8.695652174	6.52173913	6.52173913	6.304347826	5.434782609	3.086956522	3.086956522	3.252747253	..	..
Sierra Leone	SLE	52.8126905	55.83097811	50.20393461	51.43017456	52.659601	54.45247991	55.66126351	53.15392075	54.70559712	..	..
Singapore	SGP	1.103047896	1.080691643	1.151079137	1	1	1.054131054	1.036931818	1.033994334	0.947666195	..	..
Slovak Republic	SVK	40.35343035	40.31185031	40.12474012	40.27027027	40.1330838	40.43791978	40.12851439	40.08068541	40.10356014	..	..
Slovenia	SVN	25.27308838	24.37934459	24.72691162	24.42899702	23.23733863	23.99702085	22.76564052	23.8182721	23.7388282	..	..
Small states	SST	34.29704965	34.27559318	34.25882632	34.29780922	34.33872534	34.32108411	34.33547688	34.31425762	34.18355734	..	..
Solomon Islands	SLB	3.179707038	3.358342265	3.358342265	3.465523401	3.608431583	3.822793855	3.822793855	3.8585209	3.8585209	..	..
Somalia	SOM	70.7383556	70.40520292	70.18203845	70.34144164	70.34144164	70.34144164	70.18203845	70.17725635	70.33665955	..	..
South Africa	ZAF	80.35924787	79.86876489	79.87041357	80.05011994	79.951199	79.87123791	79.44505354	79.83002086	79.83002086	..	..
South Asia	SAS	56.71625963	56.67748839	56.57144378	56.48222799	56.51779275	56.42576867	56.59095515	56.60046982	56.78761969	..	..
South Asia (IDA & IBRD)	TSA	56.71625963	56.67748839	56.57144378	56.48222799	56.51779275	56.42576867	56.59095515	56.60046982	56.78761969	..	..
Spain	ESP	58.43435052	57.34297968	56.10787201	56.41940658	56.09032206	55.08889822	54.04096983	53.86137822	53.86137822	..	..
Sri Lanka	LKA	40.02551427	38.90926487	38.11194387	41.38095997	40.02551427	41.77962048	43.53372668	42.89586988	43.69319088	..	..
St. Kitts and Nevis	KNA	19.23076923	19.26923077	19.57692308	19.61538462	21.15384615	21.92307692	23.07692308	23.07692308	23.07692308	..	..
St. Lucia	LCA	17.86885246	16.55737705	16.2295082	16.55737705	17.37704918	17.37704918	17.37704918	17.37704918	17.37704918	..	..
St. Vincent and the Grenadines	VCT	25.64102564	25.64102564	25.64102564	25.64102564	25.64102564	25.64102564	25.64102564	25.64102564	25.64102564	..	..
Sub-Saharan Africa	SSF	44.1844495	44.26486313	44.41022296	44.59278842	44.5508202	44.70047359	43.73099423	44.08549012	43.86400688	..	..
Sub-Saharan Africa (excluding high income)	SSA	44.18514074	44.26555593	44.41096093	44.59352996	44.55156515	44.70123837	43.73178585	44.08628863	43.86478925	..	..
Sub-Saharan Africa (IDA & IBRD countries)	TSS	44.1844495	44.26486313	44.41022296	44.59278842	44.5508202	44.70047359	43.73099423	44.08549012	43.86400688	..	..
Sudan	SDN	56.91077441	57.26136364	57.49789562	57.53282828	57.31355219	57.34217172	45.74023569	47.43350168	45.79768519	..	..
Suriname	SUR	0.466666667	0.466666667	0.448717949	0.453846154	0.515384615	0.501923077	0.512820513	0.469230769	0.533333333	..	..
Swaziland	SWZ	71.1627907	71.1627907	71.1627907	71.1627907	71.04651163	71.04651163	71.04651163	71.04651163	71.04651163	..	..
Sweden	SWE	7.837403129	7.708241946	7.644879856	7.537651703	7.503533655	7.518155676	7.47185261	7.484165562	7.482447096	..	..
Switzerland	CHE	39.22263272	39.14264747	39.06012754	38.98673955	38.90829031	38.83490232	38.7589837	38.68559571	38.60967709	..	..
Syrian Arab Republic	SYR	75.32821267	75.57044056	75.67523415	75.68067959	75.73513396	75.73925829	75.77737842	75.81005282	75.81005282	..	..
Tajikistan	TJK	33.38096599	33.8310946	33.78822521	33.77393541	33.93826808	34.60988854	34.68848242	34.83138039	34.83138039	..	..
Tanzania	TZA	39.91871754	39.91871754	40.24610522	41.74125085	42.10882818	42.27816663	43.23775119	44.8182434	44.76179725	..	..
Thailand	THA	38.38399656	38.56015972	38.75589657	39.2452387	40.8678972	41.2221809	41.2221809	42.78807571	43.27741784	..	..
Timor-Leste	TMP	25.89105582	25.89105582	25.21856086	25.55480834	25.68930733	25.01681237	25.08406187	25.82380632	25.55480834	..	..
Togo	TGO	59.75363118	60.30520316	64.25813569	65.17742232	66.28056628	67.38371024	67.38371024	70.78507079	70.2334988	..	..
Tonga	TON	41.66666667	41.66666667	43.05555556	41.66666667	43.05555556	43.05555556	43.05555556	43.05555556	43.05555556	..	..
Trinidad and Tobago	TTO	10.52631579	10.52631579	10.52631579	10.52631579	10.52631579	10.52631579	10.52631579	10.52631579	10.52631579	..	..
Tunisia	TUN	63.23377961	63.11791967	63.11148301	63.60066941	63.0084964	64.61122554	64.83007209	63.86457261	63.99974253	..	..
Turkey	TUR	53.56210127	52.61359354	51.3298598	50.83221808	50.55806037	50.68929226	49.69530814	49.90320024	49.92398945	..	..
Turkmenistan	TKM	74.22382057	73.8407848	73.52158832	73.09599302	72.78743643	72.35120124	72.00646905	72.00646905	72.00646905	..	..
Turks and Caicos Islands	TCA	1.052631579	1.052631579	1.052631579	1.052631579	1.052631579	1.052631579	1.052631579	1.052631579	1.052631579	..	..
Tuvalu	TUV	56.66666667	56.66666667	60	60	60	60	60	60	60	..	..
Uganda	UGA	66.3730544	67.37775887	68.38246334	69.63740554	70.64211	71.14003591	71.88809096	72.13744265	71.88809096	..	..
Ukraine	UKR	71.28999965	71.2579398	71.23055944	71.2766692	71.24905061	71.23351516	71.25768142	71.28530001	71.24732445	..	..
United Arab Emirates	ARE	6.722488038	6.502392344	6.43062201	6.514354067	4.699760766	4.752392344	4.706937799	4.565789474	4.572966507	..	..
United Kingdom	GBR	70.08638862	73.73207126	72.9425867	73.0955235	71.6116232	71.19414707	70.94614145	71.02054313	71.30244286	..	..
United States	USA	44.94516433	44.66474276	45.06234501	45.18351623	44.81708504	44.64933282	44.23862685	44.67997534	44.32255215	..	..
Upper middle income	UMC	34.93979114	34.94114887	34.96422758	34.96185967	34.97177489	35.13445474	35.16669332	35.22741947	35.37525464	..	..
Uruguay	URY	84.74460062	83.96183293	83.13335619	83.84184665	84.64175523	82.46486116	82.996229	81.30499372	82.06490687	..	..
Uzbekistan	UZB	62.85848613	62.85848613	62.74094969	62.62341326	62.57639868	62.69393512	62.59990597	62.88199342	62.92900799	..	..
Vanuatu	VUT	15.01230517	15.17637408	15.34044299	15.34044299	15.34044299	15.34044299	15.34044299	15.34044299	15.34044299	..	..
"Venezuela, RB"	VEN	24.48273907	24.43739017	24.44192506	24.48840769	24.37503543	24.48840769	24.48840769	24.48840769	24.48840769	..	..
Vietnam	VNM	32.42525881	32.50233818	32.45267198	33.02738091	33.19250492	34.72957719	34.80923662	35.00112878	35.06853291	..	..
Virgin Islands (U.S.)	VIR	17.14285714	11.42857143	11.42857143	11.42857143	11.42857143	11.42857143	11.42857143	11.42857143	11.42857143	..	..
West Bank and Gaza	WBG	60.43189369	59.41860465	58.72093023	58.17275748	49.71760797	41.26245847	43.27242525	43.35548173	43.52159468	..	..
World	WLD	38.01925105	37.92314302	37.91014689	37.88987414	37.79024682	37.77966622	37.67571261	37.78522357	37.72634213	..	..
"Yemen, Rep."	YEM	44.55366782	44.75064871	44.75064871	44.54230354	44.41919048	44.65973445	44.41919048	44.60480709	44.5972309	..	..
Zambia	ZMB	30.61919047	31.0039145	30.91782241	31.05637687	31.72762615	31.52584781	31.79488559	32.06392338	31.92940448	..	..
Zimbabwe	ZWE	41.61819827	42.13519452	41.87669639	42.52294171	42.13519452	41.87669639	42.39369265	41.87669639	41.87669639	..	..
